Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price,Pred_Price
BMW,5 Series,2017,3.7,Hybrid,Semi-Automatic,213273,4,4,9634,9860.2
Mercedes,C-Class,2010,1.3,Electric,Manual,222606,4,2,5947,5906.5
Toyota,RAV4,2009,2.8,Hybrid,Semi-Automatic,205898,5,1,6482,6592.2
Audi,A3,2003,3.0,Diesel,Semi-Automatic,56812,2,3,6863,7806.7
Honda,Accord,2009,1.1,Diesel,Automatic,234060,2,1,4718,4859.0
Audi,Q5,2005,4.6,Diesel,Semi-Automatic,117063,2,4,7858,8203.2
Mercedes,C-Class,2016,2.4,Hybrid,Automatic,289394,2,2,8012,7840.5
Honda,Civic,2004,1.2,Petrol,Manual,285865,3,3,2000,860.8
Audi,Q5,2004,1.5,Electric,Manual,286397,4,5,3072,2830.1
Kia,Optima,2004,2.7,Petrol,Manual,64560,5,2,6708,6294.5
Chevrolet,Impala,2007,3.0,Petrol,Automatic,266090,4,4,5378,5613.2
Audi,Q5,2014,1.3,Hybrid,Manual,264067,4,2,5318,5255.7
Mercedes,C-Class,2002,3.6,Diesel,Manual,266145,2,4,2977,2617.4
BMW,X5,2013,4.1,Electric,Semi-Automatic,181750,5,3,10465,11291.5
Toyota,Camry,2018,3.8,Petrol,Manual,124980,5,2,10800,10172.8
Honda,Accord,2018,4.9,Diesel,Semi-Automatic,25650,5,5,13887,13883.3
BMW,X5,2021,2.9,Hybrid,Manual,37097,2,2,13558,12861.7
Volkswagen,Golf,2022,1.0,Electric,Semi-Automatic,92396,4,4,11852,12768.6
Chevrolet,Equinox,2000,4.5,Electric,Semi-Automatic,80366,2,5,8992,9451.3
Hyundai,Elantra,2020,4.3,Hybrid,Semi-Automatic,293131,5,1,9537,10165.3
Volkswagen,Passat,2006,4.9,Hybrid,Semi-Automatic,8618,4,4,11627,11649.3
Ford,Focus,2002,2.8,Petrol,Automatic,295693,5,5,3086,2520.4
Mercedes,E-Class,2003,4.8,Hybrid,Semi-Automatic,225791,5,3,6284,6447.4
Hyundai,Tucson,2015,1.7,Petrol,Semi-Automatic,174677,5,5,6806,7101.7
Honda,Civic,2020,4.2,Electric,Manual,293230,4,4,10435,10422.0
Hyundai,Sonata,2019,1.8,Electric,Manual,4457,2,1,13510,12899.6
Toyota,Camry,2021,3.3,Electric,Semi-Automatic,287953,3,4,9940,10565.7
BMW,X5,2013,3.4,Hybrid,Manual,226521,2,1,7869,7673.5
Volkswagen,Tiguan,2017,4.6,Petrol,Manual,28687,2,2,13226,12801.8
Chevrolet,Malibu,2006,3.8,Petrol,Semi-Automatic,246743,2,5,4765,4955.4
BMW,5 Series,2011,2.9,Hybrid,Automatic,9200,2,3,12616,11911.7
Ford,Explorer,2020,4.2,Hybrid,Manual,99801,3,4,13303,13228.9
Honda,CR-V,2023,2.4,Electric,Automatic,254910,2,3,11801,11655.0
BMW,X5,2009,1.8,Petrol,Semi-Automatic,281531,4,1,2969,3180.3
Mercedes,C-Class,2000,3.6,Diesel,Automatic,63178,3,4,7936,7558.9
Chevrolet,Impala,2002,2.4,Electric,Automatic,172244,5,3,7155,6999.8
Kia,Sportage,2014,3.3,Hybrid,Manual,281184,4,5,6976,6900.1
BMW,3 Series,2005,1.8,Electric,Automatic,284282,3,4,5214,4669.8
Ford,Fiesta,2007,1.7,Petrol,Manual,72721,4,5,6445,5997.0
Honda,Accord,2022,2.5,Diesel,Manual,139526,3,1,10409,10109.5
Mercedes,C-Class,2000,1.9,Petrol,Automatic,176656,3,4,3966,3340.6
Honda,CR-V,2015,2.9,Petrol,Automatic,161128,5,4,9777,9131.7
BMW,5 Series,2007,3.8,Electric,Semi-Automatic,44190,2,3,11116,11259.3
Toyota,RAV4,2019,1.8,Electric,Manual,219160,2,5,9216,8607.3
Audi,Q5,2003,2.4,Hybrid,Automatic,145451,5,4,6990,6804.4
Toyota,Camry,2008,3.1,Hybrid,Semi-Automatic,218996,4,4,6220,7043.4
Mercedes,E-Class,2011,3.9,Hybrid,Automatic,144713,3,5,10905,10229.4
Volkswagen,Passat,2005,3.9,Electric,Semi-Automatic,63998,2,1,10220,10283.5
Toyota,Camry,2009,1.3,Diesel,Manual,76365,5,4,6572,6490.0
Chevrolet,Malibu,2002,2.7,Diesel,Semi-Automatic,1017,5,4,7379,7667.2
Toyota,Corolla,2013,2.3,Petrol,Automatic,164717,4,3,8505,8435.3
BMW,X5,2007,4.0,Hybrid,Automatic,197012,4,1,8759,8936.8
Toyota,Corolla,2003,4.0,Petrol,Semi-Automatic,58491,5,3,7830,8772.6
Ford,Fiesta,2021,2.8,Electric,Manual,140833,5,1,12383,11791.8
Toyota,Camry,2022,3.7,Electric,Manual,94565,4,5,14508,13969.3
Mercedes,GLA,2017,2.3,Petrol,Manual,118731,2,4,9125,9098.4
Kia,Rio,2000,1.3,Petrol,Automatic,268371,4,3,2000,1462.9
Hyundai,Tucson,2023,1.7,Petrol,Semi-Automatic,216687,5,3,8366,8655.4
Hyundai,Elantra,2014,4.8,Diesel,Semi-Automatic,133831,2,1,10423,10572.7
BMW,3 Series,2013,3.3,Petrol,Automatic,258231,4,2,7635,7543.9
Mercedes,E-Class,2015,2.5,Hybrid,Semi-Automatic,194132,2,3,8217,8716.2
Kia,Optima,2008,3.1,Electric,Manual,69323,3,4,10213,10372.6
Volkswagen,Tiguan,2014,1.8,Hybrid,Manual,221431,5,3,6671,6096.4
Chevrolet,Equinox,2013,3.6,Diesel,Semi-Automatic,45594,2,2,10688,11055.8
Volkswagen,Passat,2007,4.4,Electric,Manual,234437,2,1,7911,7714.3
Ford,Fiesta,2016,3.3,Electric,Semi-Automatic,157592,5,5,11048,11689.4
Volkswagen,Tiguan,2014,1.1,Diesel,Automatic,89812,3,2,9103,9237.1
Mercedes,C-Class,2022,3.9,Diesel,Semi-Automatic,91711,4,4,12765,12813.4
BMW,X5,2007,1.9,Hybrid,Manual,228508,3,3,4529,3878.1
Mercedes,C-Class,2001,2.8,Electric,Semi-Automatic,57633,4,1,8047,8233.9
Volkswagen,Passat,2016,3.3,Petrol,Automatic,224391,2,5,9212,9127.1
Honda,CR-V,2007,2.2,Petrol,Semi-Automatic,140815,4,2,5583,6402.2
Mercedes,GLA,2023,4.3,Hybrid,Manual,161994,5,3,13060,12960.6
Mercedes,E-Class,2016,3.4,Electric,Semi-Automatic,179450,4,1,10711,11289.9
Volkswagen,Golf,2020,2.4,Electric,Automatic,97270,4,5,14054,13800.5
Kia,Rio,2021,3.3,Electric,Automatic,190197,3,1,13396,13252.2
BMW,X5,2015,3.2,Petrol,Semi-Automatic,115023,3,4,9499,10254.9
Ford,Fiesta,2013,1.5,Petrol,Semi-Automatic,431,2,4,9491,9986.4
Kia,Sportage,2004,2.8,Petrol,Automatic,25432,4,5,9091,8544.3
Honda,Accord,2002,2.8,Petrol,Automatic,223989,3,4,4520,3946.3
Ford,Explorer,2011,1.3,Diesel,Automatic,236894,3,4,5462,5376.7
Mercedes,GLA,2020,2.1,Diesel,Semi-Automatic,222732,4,1,7745,8659.6
Hyundai,Sonata,2007,2.6,Diesel,Automatic,79562,2,5,8708,8294.3
Hyundai,Elantra,2001,4.6,Hybrid,Manual,113743,4,4,7725,7319.1
Ford,Focus,2006,3.2,Electric,Automatic,186095,4,1,8878,8877.1
Audi,Q5,2012,4.8,Diesel,Manual,162020,2,4,9259,8651.0
Audi,A4,2004,1.3,Hybrid,Automatic,57078,3,4,7958,7911.9
Kia,Sportage,2017,2.7,Hybrid,Automatic,170136,3,4,10997,10530.6
Mercedes,GLA,2006,3.8,Diesel,Semi-Automatic,133838,5,5,7023,7223.2
Volkswagen,Golf,2021,1.3,Electric,Automatic,203620,4,3,11127,10999.9
Volkswagen,Tiguan,2013,3.4,Hybrid,Manual,206247,2,4,8275,8069.0
Chevrolet,Impala,2018,3.2,Electric,Automatic,143684,3,5,13326,13336.5
Honda,CR-V,2004,4.6,Diesel,Manual,154124,3,4,6817,6451.0
Mercedes,E-Class,2021,2.1,Electric,Automatic,256895,3,3,10862,11011.1
Honda,CR-V,2006,4.2,Hybrid,Semi-Automatic,90587,5,5,9288,10042.5
BMW,3 Series,2017,3.5,Electric,Automatic,205604,2,2,12087,11787.5
Hyundai,Sonata,2001,3.3,Diesel,Automatic,19717,5,2,8805,8664.6
Toyota,Corolla,2010,3.9,Hybrid,Automatic,199971,2,4,9500,8804.8
Volkswagen,Golf,2012,2.6,Diesel,Manual,134814,2,3,7603,7177.8
Chevrolet,Impala,2018,1.1,Petrol,Manual,105450,4,1,8491,8650.3
Hyundai,Tucson,2009,4.5,Electric,Automatic,99134,2,5,12817,12503.2
Kia,Sportage,2020,4.4,Diesel,Semi-Automatic,60072,3,2,13298,13847.2
Volkswagen,Tiguan,2010,2.0,Diesel,Manual,26122,5,1,8577,8789.1
Toyota,RAV4,2005,1.4,Diesel,Automatic,171673,5,5,5066,4860.3
Toyota,RAV4,2000,3.6,Hybrid,Manual,101716,2,5,6665,6220.9
BMW,5 Series,2002,3.3,Diesel,Automatic,274790,2,2,4004,3919.7
Toyota,Camry,2018,1.3,Electric,Automatic,143904,4,2,11421,11327.6
Mercedes,C-Class,2015,4.7,Petrol,Semi-Automatic,77848,2,3,11743,11987.6
Honda,Accord,2019,2.6,Electric,Automatic,30363,2,1,15292,14883.8
Kia,Rio,2010,4.3,Electric,Semi-Automatic,64193,4,2,12116,12705.4
Audi,A4,2009,1.3,Hybrid,Semi-Automatic,252079,3,3,4058,4770.3
Mercedes,GLA,2020,1.0,Hybrid,Automatic,167685,3,1,10246,10515.3
Kia,Sportage,2014,4.4,Diesel,Manual,289041,5,2,6919,6733.9
Hyundai,Tucson,2005,4.1,Diesel,Semi-Automatic,99815,3,3,7703,8548.4
Toyota,Camry,2012,1.3,Hybrid,Automatic,54865,3,1,10402,10304.7
Audi,Q5,2021,3.7,Hybrid,Manual,107030,3,5,12959,12440.2
Toyota,Corolla,2014,1.8,Electric,Manual,106111,2,3,9977,9426.8
Toyota,Camry,2008,2.4,Hybrid,Automatic,166039,5,3,8079,7864.5
BMW,3 Series,2012,3.6,Petrol,Automatic,239207,4,1,8015,7624.6
Ford,Fiesta,2006,2.8,Electric,Semi-Automatic,156582,3,3,7568,7749.1
Volkswagen,Tiguan,2014,2.9,Hybrid,Automatic,44446,4,5,12811,12103.1
BMW,3 Series,2023,4.2,Diesel,Manual,44358,4,2,14312,14277.6
Toyota,RAV4,2015,3.3,Hybrid,Semi-Automatic,130966,2,5,10280,10868.0
Ford,Focus,2014,3.2,Hybrid,Semi-Automatic,60721,5,1,11285,12007.6
Chevrolet,Malibu,2008,2.2,Hybrid,Manual,55505,4,2,8589,8616.3
Hyundai,Tucson,2012,3.3,Petrol,Automatic,100102,5,3,10497,10399.3
Toyota,Camry,2021,2.5,Petrol,Manual,296835,2,4,6963,6672.9
Ford,Focus,2006,2.7,Diesel,Automatic,122151,2,4,7656,7183.5
Audi,A3,2005,1.1,Diesel,Manual,237773,5,1,2000,2079.8
BMW,3 Series,2013,1.2,Hybrid,Semi-Automatic,147992,4,5,7240,8017.7
Audi,A4,2015,4.9,Hybrid,Manual,107186,3,4,12356,11642.7
Kia,Sportage,2019,4.1,Diesel,Semi-Automatic,142965,2,1,11040,11899.1
Hyundai,Elantra,2008,4.4,Electric,Manual,198986,3,2,8920,8724.3
BMW,X5,2005,3.6,Electric,Manual,33673,5,3,10526,10126.3
Mercedes,GLA,2015,2.6,Hybrid,Semi-Automatic,210969,4,2,7980,8386.0
Honda,Civic,2019,1.9,Diesel,Automatic,233275,5,2,8534,7877.7
Mercedes,GLA,2023,4.5,Electric,Automatic,187138,5,5,15257,14963.1
Kia,Optima,2018,1.2,Electric,Manual,246762,2,4,7764,7867.5
Hyundai,Tucson,2023,3.6,Diesel,Semi-Automatic,10828,5,2,14383,14716.0
Toyota,Corolla,2001,1.1,Diesel,Automatic,140753,4,5,4184,4343.8
Hyundai,Elantra,2001,4.6,Diesel,Semi-Automatic,102606,3,2,6947,7306.6
Toyota,Camry,2000,1.5,Diesel,Semi-Automatic,30953,4,3,4980,5457.4
Kia,Sportage,2010,2.5,Diesel,Semi-Automatic,22296,4,3,9154,9649.5
Hyundai,Sonata,2014,3.7,Diesel,Semi-Automatic,284414,5,1,6311,6524.1
Kia,Sportage,2016,4.7,Electric,Automatic,204160,5,1,13016,12515.1
Honda,CR-V,2000,2.1,Hybrid,Automatic,2556,3,4,8648,8800.8
Audi,A4,2023,4.8,Petrol,Manual,67091,3,1,14458,13850.7
Kia,Rio,2022,3.7,Diesel,Semi-Automatic,51997,4,2,13360,13560.1
Audi,A4,2008,1.0,Hybrid,Semi-Automatic,6390,5,4,8372,9363.4
Audi,Q5,2013,2.0,Petrol,Semi-Automatic,45081,5,3,9098,10063.8
Toyota,Camry,2019,4.7,Hybrid,Semi-Automatic,147790,4,5,12544,12729.6
Toyota,Camry,2022,3.6,Hybrid,Automatic,52344,2,4,15753,15304.7
Chevrolet,Malibu,2013,2.7,Diesel,Manual,41577,3,5,9868,9404.6
Ford,Explorer,2023,4.2,Petrol,Semi-Automatic,12478,3,4,14950,15631.3
Volkswagen,Tiguan,2002,2.0,Petrol,Semi-Automatic,285470,2,2,2000,1987.9
Kia,Sportage,2011,1.5,Diesel,Semi-Automatic,72356,2,5,7452,7977.1
Mercedes,E-Class,2022,3.1,Hybrid,Semi-Automatic,287,4,3,14794,15645.9
Audi,A4,2004,1.6,Petrol,Semi-Automatic,225565,4,3,2388,2818.3
Audi,Q5,2006,2.0,Petrol,Semi-Automatic,259783,5,4,2704,3690.4
Ford,Fiesta,2011,2.2,Electric,Semi-Automatic,122858,3,4,9142,9915.5
Chevrolet,Malibu,2013,1.3,Petrol,Automatic,116174,4,2,8476,8433.8
Audi,A4,2012,4.7,Hybrid,Manual,71925,3,1,11961,11450.1
Ford,Explorer,2011,2.3,Hybrid,Manual,193499,3,5,6830,6711.9
Volkswagen,Passat,2018,2.5,Hybrid,Semi-Automatic,77777,3,4,11444,11901.1
Kia,Optima,2004,2.8,Electric,Manual,27807,3,4,9543,9025.6
Ford,Focus,2000,3.8,Hybrid,Manual,257726,4,2,3745,3151.0
Honda,Civic,2013,3.7,Petrol,Semi-Automatic,168222,2,3,8335,8606.1
Volkswagen,Golf,2005,1.6,Hybrid,Automatic,92903,3,1,7841,7421.1
Mercedes,C-Class,2001,3.8,Hybrid,Manual,147004,4,2,6259,5674.2
Ford,Fiesta,2000,4.2,Hybrid,Manual,163947,5,4,6021,6004.2
Volkswagen,Tiguan,2003,2.8,Hybrid,Automatic,17614,4,4,9947,9351.1
BMW,5 Series,2006,2.4,Petrol,Semi-Automatic,22158,2,2,7856,8428.6
Kia,Sportage,2020,1.2,Hybrid,Automatic,122890,5,1,11342,11383.9
BMW,3 Series,2012,2.8,Petrol,Manual,22497,5,1,10050,9467.6
Kia,Optima,2012,2.8,Petrol,Manual,101331,4,4,8473,7954.9
Toyota,RAV4,2021,1.4,Petrol,Manual,286903,5,3,6061,5852.4
Toyota,RAV4,2020,2.6,Petrol,Automatic,148675,2,2,11226,10795.2
Ford,Focus,2012,3.1,Electric,Semi-Automatic,64922,5,5,11501,12334.1
Ford,Explorer,2003,2.7,Petrol,Semi-Automatic,218024,5,3,3339,3590.6
Kia,Rio,2011,1.4,Petrol,Manual,52300,4,2,7754,7563.5
Toyota,Corolla,2015,2.4,Diesel,Manual,194995,5,2,7100,6927.4
BMW,3 Series,2000,2.1,Electric,Automatic,28961,3,3,9120,9246.3
BMW,5 Series,2005,1.1,Diesel,Automatic,197972,2,5,4240,4388.3
Ford,Focus,2022,3.8,Diesel,Semi-Automatic,148702,3,2,11525,11664.3
Honda,Civic,2016,3.6,Electric,Automatic,210863,2,3,11782,11392.2
Mercedes,GLA,2021,3.0,Diesel,Manual,9696,3,3,13206,13440.9
Honda,Accord,2019,3.5,Diesel,Manual,7642,3,2,13147,12821.8
Ford,Focus,2003,2.4,Hybrid,Semi-Automatic,269645,2,5,3007,3584.2
Kia,Optima,2017,2.6,Electric,Automatic,166170,2,1,11976,11651.3
Volkswagen,Golf,2010,4.5,Electric,Automatic,226146,3,2,10577,10205.4
BMW,X5,2013,4.1,Hybrid,Automatic,195173,3,2,10696,10769.7
Mercedes,C-Class,2020,3.6,Electric,Automatic,53294,5,3,16134,15721.5
Honda,CR-V,2016,3.8,Electric,Semi-Automatic,224808,2,1,10203,10395.6
Audi,Q5,2018,1.7,Hybrid,Automatic,281685,2,1,8066,7602.3
Honda,Accord,2000,1.2,Electric,Semi-Automatic,68512,5,4,5929,6706.9
Chevrolet,Impala,2001,3.5,Diesel,Semi-Automatic,52291,5,1,6854,7329.8
Mercedes,C-Class,2000,3.3,Petrol,Automatic,196445,5,4,4971,4898.0
Chevrolet,Impala,2019,3.5,Electric,Automatic,167344,5,4,13453,13157.0
Ford,Explorer,2010,3.5,Petrol,Manual,198438,2,2,6631,6315.2
Audi,A3,2010,2.8,Petrol,Manual,229661,3,3,5306,4724.7
Audi,A4,2009,2.4,Electric,Automatic,297379,3,3,6752,6603.2
Ford,Fiesta,2021,2.3,Diesel,Automatic,278965,5,3,8620,8537.1
Ford,Focus,2009,1.1,Electric,Semi-Automatic,275055,3,4,4398,5295.8
Volkswagen,Passat,2009,1.8,Electric,Automatic,221746,5,1,7665,7112.1
Audi,A4,2001,4.2,Electric,Automatic,11815,3,4,11863,11865.0
Audi,A4,2013,1.9,Petrol,Manual,128071,5,5,7338,6700.3
Volkswagen,Golf,2005,2.6,Hybrid,Semi-Automatic,262975,2,4,3940,4264.1
Hyundai,Sonata,2000,1.3,Electric,Semi-Automatic,140723,5,2,4585,5241.6
Kia,Sportage,2016,2.3,Diesel,Automatic,123501,3,3,10229,10175.7
Kia,Sportage,2015,3.9,Electric,Manual,27837,3,1,13943,13264.2
Volkswagen,Passat,2016,4.7,Electric,Automatic,147698,5,2,14146,13618.4
Kia,Sportage,2014,4.9,Petrol,Automatic,52585,3,1,13648,12954.6
Hyundai,Sonata,2021,1.4,Diesel,Manual,96572,5,2,9868,9654.7
Mercedes,C-Class,2016,1.7,Petrol,Automatic,147888,3,3,9142,8696.0
Honda,Civic,2019,3.9,Electric,Manual,110369,5,5,13492,12786.3
Volkswagen,Golf,2002,2.9,Hybrid,Semi-Automatic,272485,2,5,3150,3177.7
Mercedes,GLA,2023,2.7,Petrol,Manual,209173,2,3,9516,9088.3
Honda,CR-V,2005,4.9,Petrol,Automatic,118274,4,4,9634,8960.0
Mercedes,GLA,2000,2.2,Petrol,Manual,1041,5,1,6279,6355.4
Mercedes,E-Class,2023,3.2,Diesel,Automatic,122492,2,4,13250,13276.0
Toyota,Camry,2020,1.0,Electric,Manual,210034,3,1,8899,9114.9
Toyota,Camry,2004,3.1,Petrol,Semi-Automatic,293052,2,5,2538,3394.8
Ford,Explorer,2007,4.2,Electric,Automatic,259756,4,3,8704,8655.8
Chevrolet,Impala,2009,3.1,Diesel,Automatic,115892,3,2,9082,9206.6
Kia,Rio,2014,3.6,Electric,Automatic,218266,2,3,11034,10603.5
Hyundai,Elantra,2012,1.2,Diesel,Semi-Automatic,39758,5,1,8104,8902.3
Ford,Fiesta,2015,4.5,Electric,Automatic,250587,3,1,11588,11271.3
Chevrolet,Impala,2000,1.2,Electric,Automatic,44471,2,3,7910,7980.8
Mercedes,GLA,2012,4.9,Petrol,Semi-Automatic,166952,2,1,9260,9350.0
Mercedes,E-Class,2020,2.2,Hybrid,Automatic,10108,4,4,14597,14620.5
Audi,Q5,2001,3.7,Electric,Manual,15553,4,1,9788,9294.1
Toyota,Corolla,2011,2.3,Hybrid,Semi-Automatic,15806,3,2,10383,11045.9
Mercedes,GLA,2021,3.1,Petrol,Semi-Automatic,237836,3,4,8743,9642.5
Mercedes,C-Class,2007,4.4,Petrol,Semi-Automatic,38760,3,1,9824,10373.4
Volkswagen,Golf,2002,2.5,Diesel,Manual,235829,2,5,2483,2174.6
Volkswagen,Passat,2023,3.6,Hybrid,Manual,112036,5,3,13359,12937.3
Mercedes,C-Class,2006,1.2,Diesel,Semi-Automatic,179225,3,1,3515,4332.3
Chevrolet,Equinox,2000,5.0,Hybrid,Semi-Automatic,184009,3,4,6419,7351.9
Volkswagen,Tiguan,2013,3.0,Hybrid,Semi-Automatic,109459,2,1,9810,10747.5
Audi,A3,2000,1.7,Electric,Semi-Automatic,259907,4,1,2601,2890.7
Hyundai,Tucson,2005,4.0,Hybrid,Automatic,172141,2,3,8657,8843.6
Toyota,RAV4,2015,2.1,Diesel,Automatic,263903,4,5,6921,6992.4
Kia,Rio,2022,1.3,Electric,Manual,120586,3,1,11588,11484.9
BMW,3 Series,2015,3.7,Petrol,Manual,40026,2,4,11499,11003.4
Chevrolet,Impala,2009,2.6,Diesel,Semi-Automatic,202786,5,1,5344,5740.3
Mercedes,C-Class,2018,3.7,Hybrid,Semi-Automatic,215331,2,3,9893,10146.4
Audi,Q5,2005,4.4,Petrol,Automatic,281565,5,2,5868,5664.3
Toyota,RAV4,2017,2.1,Hybrid,Semi-Automatic,89465,2,4,10510,11314.1
Kia,Optima,2012,2.7,Petrol,Semi-Automatic,281578,5,4,4768,5105.1
Honda,CR-V,2003,4.1,Diesel,Manual,275857,2,4,3582,3728.2
Ford,Focus,2003,3.7,Diesel,Manual,107718,5,1,6545,6049.3
Chevrolet,Impala,2007,4.9,Hybrid,Manual,133488,5,4,9430,8720.9
Chevrolet,Malibu,2009,3.2,Electric,Manual,206720,5,3,7865,7884.6
Ford,Explorer,2023,4.8,Diesel,Automatic,173090,3,3,13838,13173.5
Mercedes,C-Class,2010,4.9,Hybrid,Semi-Automatic,52477,2,1,11950,11982.9
Volkswagen,Golf,2008,1.4,Petrol,Manual,4487,4,2,7810,7598.4
Toyota,RAV4,2016,4.0,Diesel,Automatic,58993,4,5,13220,13336.0
Honda,Civic,2021,1.3,Petrol,Automatic,252075,3,4,8158,8110.1
Audi,A3,2010,3.6,Electric,Automatic,193006,3,2,10339,9922.7
Hyundai,Elantra,2021,4.3,Hybrid,Automatic,76879,5,4,15662,15523.1
Chevrolet,Impala,2002,1.8,Hybrid,Automatic,225885,3,1,4482,3949.2
Kia,Sportage,2001,2.3,Hybrid,Automatic,117992,2,5,6840,6792.0
Honda,Accord,2002,1.5,Hybrid,Automatic,75593,2,3,7188,6912.6
Volkswagen,Golf,2021,2.9,Diesel,Manual,245361,3,5,8392,7659.2
Audi,Q5,2016,3.3,Petrol,Automatic,136132,2,1,10977,10882.7
Kia,Rio,2006,1.7,Petrol,Automatic,112756,2,1,6844,6366.3
Mercedes,GLA,2000,4.4,Petrol,Manual,19401,2,4,8111,7957.5
Kia,Optima,2013,2.3,Diesel,Automatic,120919,5,2,9381,9352.5
Ford,Explorer,2021,2.3,Electric,Semi-Automatic,248883,2,4,9722,10356.4
Ford,Focus,2006,3.9,Hybrid,Semi-Automatic,38664,3,1,10026,10063.6
Honda,Civic,2010,1.7,Diesel,Automatic,264213,4,4,5015,4574.1
Mercedes,E-Class,2009,4.6,Hybrid,Automatic,235553,2,3,9188,8803.8
Chevrolet,Impala,2022,2.0,Petrol,Automatic,93540,5,2,12329,12554.3
Ford,Focus,2019,3.6,Petrol,Automatic,277052,4,4,9358,8955.5
Hyundai,Elantra,2022,3.3,Petrol,Manual,8157,3,5,13836,13740.9
Toyota,RAV4,2002,1.2,Hybrid,Manual,112578,3,4,4648,4640.0
Honda,Civic,2006,2.7,Petrol,Automatic,42069,2,1,9258,8798.6
Volkswagen,Golf,2005,3.4,Electric,Semi-Automatic,285877,5,2,5282,5786.2
BMW,3 Series,2001,3.9,Petrol,Semi-Automatic,61962,4,3,7060,7123.3
Honda,Accord,2010,2.7,Diesel,Semi-Automatic,11720,4,2,9565,9815.8
Volkswagen,Passat,2012,1.8,Diesel,Semi-Automatic,122118,5,4,7057,7251.3
Audi,Q5,2010,3.4,Electric,Manual,160040,3,1,9299,9106.1
BMW,5 Series,2013,4.9,Petrol,Automatic,127507,3,5,11849,11122.2
Audi,Q5,2003,1.5,Petrol,Semi-Automatic,181314,4,1,2873,3383.4
Hyundai,Elantra,2006,4.2,Diesel,Semi-Automatic,298164,4,2,4136,4898.0
Hyundai,Tucson,2005,4.7,Hybrid,Semi-Automatic,42193,2,2,10456,10687.3
Chevrolet,Impala,2012,4.4,Petrol,Manual,26805,2,5,11563,11369.3
BMW,5 Series,2000,1.7,Hybrid,Semi-Automatic,48457,2,2,5830,6114.8
Honda,Accord,2007,4.1,Hybrid,Manual,98065,2,3,9338,9401.5
Volkswagen,Tiguan,2004,3.9,Hybrid,Manual,120794,3,3,7784,7080.2
Hyundai,Sonata,2019,3.2,Diesel,Manual,54221,5,2,11915,11860.3
Toyota,Corolla,2017,1.5,Hybrid,Semi-Automatic,283042,3,1,6039,6531.2
Hyundai,Tucson,2009,2.6,Electric,Automatic,1430,5,4,12871,12482.6
BMW,X5,2010,1.5,Electric,Automatic,1588,3,4,12068,11803.5
Mercedes,E-Class,2022,3.4,Diesel,Manual,45283,4,3,13194,13014.7
Volkswagen,Golf,2018,2.8,Electric,Automatic,111967,2,1,13560,12917.7
Hyundai,Tucson,2022,2.1,Electric,Manual,281662,4,2,9166,9288.3
BMW,5 Series,2005,4.7,Petrol,Semi-Automatic,20173,3,3,9896,10124.5
Volkswagen,Tiguan,2016,1.7,Petrol,Automatic,239501,5,3,7309,6846.1
Chevrolet,Equinox,2016,4.3,Electric,Manual,84801,4,1,13503,13390.9
Audi,A4,2010,4.6,Hybrid,Semi-Automatic,188992,4,1,8920,9262.4
Hyundai,Tucson,2003,2.0,Electric,Manual,199482,2,4,5010,5255.3
Volkswagen,Passat,2010,2.8,Petrol,Semi-Automatic,38770,3,1,9124,9305.9
BMW,5 Series,2005,2.6,Electric,Manual,130929,3,4,7581,7201.3
Kia,Sportage,2020,3.6,Hybrid,Semi-Automatic,159695,5,1,11506,11861.0
Honda,Civic,2000,2.4,Electric,Semi-Automatic,99479,2,2,6510,7104.8
Hyundai,Tucson,2002,4.1,Petrol,Semi-Automatic,253999,5,2,3720,4574.1
Kia,Optima,2000,3.0,Petrol,Manual,287796,2,1,2000,1637.7
Kia,Optima,2022,4.7,Hybrid,Manual,148342,3,1,13433,12952.0
Audi,A3,2011,1.0,Electric,Semi-Automatic,256297,4,3,5274,6249.4
Volkswagen,Passat,2005,1.4,Diesel,Manual,194929,5,1,3101,2960.7
BMW,5 Series,2007,2.3,Diesel,Automatic,46417,2,1,9071,8988.5
Honda,Accord,2006,1.8,Diesel,Automatic,242383,3,1,4352,3793.1
Honda,CR-V,2008,1.1,Hybrid,Semi-Automatic,178375,5,2,5032,5952.4
BMW,5 Series,2001,2.4,Petrol,Manual,71138,5,1,5377,5200.1
Ford,Explorer,2006,1.9,Hybrid,Semi-Automatic,270910,3,1,3381,3443.6
Kia,Optima,2022,2.4,Hybrid,Manual,123282,5,1,11634,11486.0
Hyundai,Tucson,2002,2.7,Electric,Semi-Automatic,93897,3,1,7522,7806.9
Honda,Accord,2017,2.9,Diesel,Manual,196124,2,4,8177,7489.3
Ford,Explorer,2018,4.1,Diesel,Semi-Automatic,226037,3,1,9079,9876.4
Volkswagen,Passat,2004,3.5,Diesel,Automatic,163544,4,1,7029,6745.3
Volkswagen,Golf,2018,1.5,Electric,Manual,164345,2,2,9713,9398.2
Mercedes,C-Class,2002,4.2,Hybrid,Manual,9159,2,2,9716,9707.9
Kia,Optima,2016,4.4,Petrol,Automatic,276620,4,1,9267,9110.0
Chevrolet,Malibu,2001,4.0,Diesel,Manual,150485,5,4,5390,5599.0
Hyundai,Elantra,2010,4.2,Hybrid,Automatic,91546,5,1,11969,11944.2
